created_at,favorite_count,full_text,case_folding,cleaning,normalisasi,sentiment
2026-05-11T10:39:39.000Z,0,terima kasih pada fosil dinosaurus terdegradasi yang menjadi minyak bumi dan digunakan untuk bahan bakar mobil yang membawa mamamu ke rumah sakit untuk menghadirkan seorang lelaki tampan yaitu kamu https://t.co/Oy3TJS040r,terima kasih pada fosil dinosaurus terdegradasi yang menjadi minyak bumi dan digunakan untuk bahan bakar mobil yang membawa mamamu ke rumah sakit untuk menghadirkan seorang lelaki tampan yaitu kamu https://t.co/oy3tjs040r,terima kasih pada fosil dinosaurus terdegradasi yang menjadi minyak bumi dan digunakan untuk bahan bakar mobil yang membawa mamamu ke rumah sakit untuk menghadirkan seorang lelaki tampan yaitu kamu,terima kasih pada fosil dinosaurus terdegradasi yang menjadi minyak bumi dan digunakan untuk bahan bakar mobil yang membawa mamamu ke rumah sakit untuk menghadirkan seorang lelaki tampan yaitu kamu,Positif
2026-05-11T10:33:26.000Z,0,menyempatkan ngefoto langit dari rumah sakit hari enihh #nakulangit https://t.co/iPv40tiGam,menyempatkan ngefoto langit dari rumah sakit hari enihh #nakulangit https://t.co/ipv40tigam,menyempatkan ngefoto langit dari rumah sakit hari enihh,menyempatkan ngefoto langit dari rumah sakit hari enihh,Negatif
2026-05-11T10:29:12.000Z,0,"Bayangin apestor ihsg jantungan gara2 sahamnya junam, masuk rumah sakit, berhasil diselamatkan, begitu siuman liat monitor ekg pingsan lagi gegara ptsd keinget chart","bayangin apestor ihsg jantungan gara2 sahamnya junam, masuk rumah sakit, berhasil diselamatkan, begitu siuman liat monitor ekg pingsan lagi gegara ptsd keinget chart",bayangin apestor ihsg jantungan gara2 sahamnya junam masuk rumah sakit berhasil diselamatkan begitu siuman liat monitor ekg pingsan lagi gegara ptsd keinget chart,bayangkan apestor ihsg jantungan gara-gara sahamnya junam masuk rumah sakit berhasil diselamatkan begitu siuman lihat monitor ekg pingsan lagi gegara ptsd teringat chart,Negatif
2026-05-11T10:27:35.000Z,0,@monlitesonata kalau di rumah sakit waktu tunggu obat non racikan maksimal biasanya 30 menit dan obat racikan 60 menit,@monlitesonata kalau di rumah sakit waktu tunggu obat non racikan maksimal biasanya 30 menit dan obat racikan 60 menit,kalau di rumah sakit waktu tunggu obat non racikan maksimal biasanya 30 menit dan obat racikan 60 menit,kalau di rumah sakit waktu tunggu obat non racikan maksimal biasanya 30 menit dan obat racikan 60 menit,Negatif
2026-05-11T10:26:19.000Z,0,"Polisi dan Dinas Sosial turun tangan setelah warga mencurigai aktivitas di rumah yang bukan merupakan daycare resmi tersebut.

Saat ini petugas fokus pada keselamatan bayi, di mana tiga di antaranya harus dirujuk ke rumah sakit untuk penanganan medis lebih lanjut.","polisi dan dinas sosial turun tangan setelah warga mencurigai aktivitas di rumah yang bukan merupakan daycare resmi tersebut.

saat ini petugas fokus pada keselamatan bayi, di mana tiga di antaranya harus dirujuk ke rumah sakit untuk penanganan medis lebih lanjut.",polisi dan dinas sosial turun tangan setelah warga mencurigai aktivitas di rumah yang bukan merupakan daycare resmi tersebut saat ini petugas fokus pada keselamatan bayi di mana tiga di antaranya harus dirujuk ke rumah sakit untuk penanganan medis lebih lanjut,polisi dan dinas sosial turun tangan setelah warga mencurigai aktivitas di rumah yang bukan merupakan daycare resmi tersebut saat ini petugas fokus pada keselamatan bayi di mana tiga di antaranya harus dirujuk ke rumah sakit untuk penanganan medis lebih lanjut,Negatif
2026-05-11T10:21:22.000Z,0,"@proudstitution @nandaalbarn nih gue kasih tau bukan lebih ke gak ada takut nye, tapi org org tolol itu tau bakal ada kemanan yg nengahin. coba badan pada ceking begitu dihajar castel kena muka masuk rumah sakit langsung 😂😂","@proudstitution @nandaalbarn nih gue kasih tau bukan lebih ke gak ada takut nye, tapi org org tolol itu tau bakal ada kemanan yg nengahin. coba badan pada ceking begitu dihajar castel kena muka masuk rumah sakit langsung 😂😂",nih gue kasih tau bukan lebih ke gak ada takut nye tapi org org tolol itu tau bakal ada kemanan yg nengahin coba badan pada ceking begitu dihajar castel kena muka masuk rumah sakit langsung,nih gue kasih tau bukan lebih ke tidak ada takut nye tapi orang orang tolol itu tau bakal ada kemanan yang nengahin coba badan pada ceking begitu dihajar castel kena muka masuk rumah sakit langsung,Negatif
2026-05-11T10:20:42.000Z,1877,"Selama 30 tahun hidup ini, naik ambulance pertama kalinya diinfus   masuk igd masuk rumah sakit dan rasain gmna mau meninggal  wkwk,dokternya kaget karena aku dtng sendiri pas liat hasil lab. Trombosit sdh 27. Untung Tuhan masih kasih kesempatan 🙌 https://t.co/ID0TpqH2nA","selama 30 tahun hidup ini, naik ambulance pertama kalinya diinfus   masuk igd masuk rumah sakit dan rasain gmna mau meninggal  wkwk,dokternya kaget karena aku dtng sendiri pas liat hasil lab. trombosit sdh 27. untung tuhan masih kasih kesempatan 🙌 https://t.co/id0tpqh2na",selama 30 tahun hidup ini naik ambulance pertama kalinya diinfus masuk igd masuk rumah sakit dan rasain gmna mau meninggal wkwk dokternya kaget karena aku dtng sendiri pas liat hasil lab trombosit sdh 27 untung tuhan masih kasih kesempatan,selama 30 tahun hidup ini naik ambulance pertama kalinya diinfus masuk igd masuk rumah sakit dan merasai bagaimana mau meninggal wkwk dokternya kaget karena aku dtng sendiri pas lihat hasil lab trombosit sudah 27 untung tuhan masih kasih kesempatan,Negatif
2026-05-11T10:17:27.000Z,0,"aku selalu sendirian, pergi sendirian, ke rumah sakit sendirian, urus semuanya sendirian, selamanya sendirian.
kenapa? apa aku terlihat menyedihkan? apa itu jg mengganggu hidup kalian?","aku selalu sendirian, pergi sendirian, ke rumah sakit sendirian, urus semuanya sendirian, selamanya sendirian.
kenapa? apa aku terlihat menyedihkan? apa itu jg mengganggu hidup kalian?",aku selalu sendirian pergi sendirian ke rumah sakit sendirian urus semuanya sendirian selamanya sendirian kenapa apa aku terlihat menyedihkan apa itu jg mengganggu hidup kalian,aku selalu sendirian pergi sendirian ke rumah sakit sendirian urus semuanya sendirian selamanya sendirian kenapa apa aku terlihat menyedihkan apa itu juga mengganggu hidup kalian,Netral
2026-05-11T10:17:13.000Z,0,“eh km kurusan ya semenjak sakit” oh benar kah ini masuk keluar rumah sakit benefitnya kurusan?🙂,“eh km kurusan ya semenjak sakit” oh benar kah ini masuk keluar rumah sakit benefitnya kurusan?🙂,eh km kurusan ya semenjak sakit oh benar kah ini masuk keluar rumah sakit benefitnya kurusan,eh kamu kurusan ya semenjak sakit oh benar kah ini masuk keluar rumah sakit benefitnya kurusan,Negatif
2026-05-11T10:15:20.000Z,0,@AdelaideCh_ rumah sakit jiwadel,@adelaidech_ rumah sakit jiwadel,rumah sakit jiwadel,rumah sakit jiwadel,Negatif
2026-05-11T10:09:33.000Z,0,@youninverse rumah sakit jiwa atau rumah sakit JAEHYUN tuh?,@youninverse rumah sakit jiwa atau rumah sakit jaehyun tuh?,rumah sakit jiwa atau rumah sakit jaehyun tuh,rumah sakit jiwa atau rumah sakit jaehyun tuh,Negatif
2026-05-11T10:06:00.000Z,0,kenapa sih taun ini cobaannya berat banget huhu dari januari nonstop rumah sakit smp sekarang,kenapa sih taun ini cobaannya berat banget huhu dari januari nonstop rumah sakit smp sekarang,kenapa sih taun ini cobaannya berat banget huhu dari januari nonstop rumah sakit smp sekarang,kenapa sih tahun ini cobaannya berat banget huhu dari januari nonstop rumah sakit sampai sekarang,Negatif
2026-05-11T10:02:17.000Z,0,@_fxxxkboy Kalo diminum iya. Paling masuk Rumah sakit atau gawat darurat,@_fxxxkboy kalo diminum iya. paling masuk rumah sakit atau gawat darurat,kalo diminum iya paling masuk rumah sakit atau gawat darurat,kalau diminum iya paling masuk rumah sakit atau gawat darurat,Negatif
2026-05-11T10:01:19.000Z,0,"Teror geng motor brutal di Kota Makassar, Sulawesi Selatan, kembali terjadi. Satu warga menjadi korban dan harus dilarikan ke rumah sakit akibat luka parah terkena di punggung.

Video Editor: Rendy Anwar

#IDNTimesSulsel 

https://t.co/kyqPi3NF93 https://t.co/1sK2U2fbHM","teror geng motor brutal di kota makassar, sulawesi selatan, kembali terjadi. satu warga menjadi korban dan harus dilarikan ke rumah sakit akibat luka parah terkena di punggung.

video editor: rendy anwar

#idntimessulsel 

https://t.co/kyqpi3nf93 https://t.co/1sk2u2fbhm",teror geng motor brutal di kota makassar sulawesi selatan kembali terjadi satu warga menjadi korban dan harus dilarikan ke rumah sakit akibat luka parah terkena di punggung video editor rendy anwar,teror geng motor brutal di kota makassar sulawesi selatan kembali terjadi satu warga menjadi korban dan harus dilarikan ke rumah sakit akibat luka parah terkena di punggung video editor rendy anwar,Negatif
2026-05-11T10:00:08.000Z,3,"Baca selengkapnya: https://t.co/8slOsyT3Qj

Kasus hantavirus pertama di Kalbar berujung kematian setelah pasien dirawat sehari di rumah sakit. Pasien datang dengan kondisi tubuh menguning, demam tinggi, dan gangguan ginjal usai sakit selama empat hari.

Pemprov Kalbar meminta https://t.co/mCfsrt0Ett","baca selengkapnya: https://t.co/8slosyt3qj

kasus hantavirus pertama di kalbar berujung kematian setelah pasien dirawat sehari di rumah sakit. pasien datang dengan kondisi tubuh menguning, demam tinggi, dan gangguan ginjal usai sakit selama empat hari.

pemprov kalbar meminta https://t.co/mcfsrt0ett",baca selengkapnya kasus hantavirus pertama di kalbar berujung kematian setelah pasien dirawat sehari di rumah sakit pasien datang dengan kondisi tubuh menguning demam tinggi dan gangguan ginjal usai sakit selama empat hari pemprov kalbar meminta,baca selengkapnya kasus hantavirus pertama di kalbar berujung kematian setelah pasien dirawat sehari di rumah sakit pasien datang dengan kondisi tubuh menguning demam tinggi dan gangguan ginjal usai sakit selama empat hari pemprov kalbar meminta,Negatif
2026-05-11T09:53:51.000Z,0,@LexMarteg @hank_jkt Jika benar dia sudah pantas masuk rumah sakit jiwa.,@lexmarteg @hank_jkt jika benar dia sudah pantas masuk rumah sakit jiwa.,jika benar dia sudah pantas masuk rumah sakit jiwa,jika benar dia sudah pantas masuk rumah sakit jiwa,Negatif
2026-05-11T09:47:02.000Z,0,"Program makan bergizi seharusnya menyelamatkan generasi masa depan, bukan malah bikin orang tua panik dan anak masuk rumah sakit. 

Kalau standar dapur, kebersihan, dan pengawasan masih amburadul, jangan paksa program jalan cuma demi pencitraan

Coba cek:
https://t.co/AWGG0dVfxK","program makan bergizi seharusnya menyelamatkan generasi masa depan, bukan malah bikin orang tua panik dan anak masuk rumah sakit. 

kalau standar dapur, kebersihan, dan pengawasan masih amburadul, jangan paksa program jalan cuma demi pencitraan

coba cek:
https://t.co/awgg0dvfxk",program makan bergizi seharusnya menyelamatkan generasi masa depan bukan malah bikin orang tua panik dan anak masuk rumah sakit kalau standar dapur kebersihan dan pengawasan masih amburadul jangan paksa program jalan cuma demi pencitraan coba cek,program makan bergizi seharusnya menyelamatkan generasi masa depan bukan malah bikin orang tua panik dan anak masuk rumah sakit kalau standar dapur kebersihan dan pengawasan masih amburadul jangan paksa program jalan cuma demi pencitraan coba cek,Negatif
2026-05-11T09:46:08.000Z,0,Mending bayar agak mahalan tapi penanganan nya bagus🙄 gw kapok banget ke rumah sakit apalagi harus kesana tiap bulan🥲,mending bayar agak mahalan tapi penanganan nya bagus🙄 gw kapok banget ke rumah sakit apalagi harus kesana tiap bulan🥲,mending bayar agak mahalan tapi penanganan nya bagus gw kapok banget ke rumah sakit apalagi harus kesana tiap bulan,mending bayar agak mahalan tapi penanganan ya bagus gue kapok banget ke rumah sakit apalagi harus kesana tiap bulan,Negatif
2026-05-11T09:43:44.000Z,1,"https://t.co/WWO79pkUEl | MEDAN – Instruksi tegas Gubernur Sumut agar rumah sakit tidak menolak pasien, ternyata belum sepenuhnya dijalankan. Kasus dugaan penolakan terhadap Maya Sari di RS Royal Prima Medan, harus menjadi perhatian serius dalam dunia kesehatan. Agar kedepannya, https://t.co/qfQPaB5pNI","https://t.co/wwo79pkuel | medan – instruksi tegas gubernur sumut agar rumah sakit tidak menolak pasien, ternyata belum sepenuhnya dijalankan. kasus dugaan penolakan terhadap maya sari di rs royal prima medan, harus menjadi perhatian serius dalam dunia kesehatan. agar kedepannya, https://t.co/qfqpab5pni",medan instruksi tegas gubernur sumut agar rumah sakit tidak menolak pasien ternyata belum sepenuhnya dijalankan kasus dugaan penolakan terhadap maya sari di rs royal prima medan harus menjadi perhatian serius dalam dunia kesehatan agar kedepannya,medan instruksi tegas gubernur sumut agar rumah sakit tidak menolak pasien ternyata belum sepenuhnya dijalankan kasus dugaan penolakan terhadap maya sari di rs royal prima medan harus menjadi perhatian serius dalam dunia kesehatan agar kedepannya,Netral
2026-05-11T09:41:39.000Z,0,"Baca di sini: https://t.co/6bVQWFEaiC

Jam'an Salihan, warga Bener Meriah, terancam kehilangan akses layanan kesehatan gratis setelah terdaftar dalam desil 8 plus yang dikategorikan sebagai kelompok sejahtera. Sesuai Pergub Aceh Nomor 2 Tahun 2026, pemerintah tidak lagi https://t.co/OmJbU1iDUl","baca di sini: https://t.co/6bvqwfeaic

jam'an salihan, warga bener meriah, terancam kehilangan akses layanan kesehatan gratis setelah terdaftar dalam desil 8 plus yang dikategorikan sebagai kelompok sejahtera. sesuai pergub aceh nomor 2 tahun 2026, pemerintah tidak lagi https://t.co/omjbu1idul",baca di sini jam an salihan warga bener meriah terancam kehilangan akses layanan kesehatan gratis setelah terdaftar dalam desil 8 plus yang dikategorikan sebagai kelompok sejahtera sesuai pergub aceh nomor 2 tahun 2026 pemerintah tidak lagi,baca di sini jam an salihan warga benar meriah terancam kehilangan akses layanan kesehatan gratis setelah terdaftar dalam desil 8 plus yang dikategorikan sebagai kelompok sejahtera sesuai pergub aceh nomor 2 tahun 2026 pemerintah tidak lagi,Positif
2026-05-11T09:39:47.000Z,331,"bayi yang dievakuasi berumur 1—10 bulan dan mayoritas adalah hasil hubungan di luar nikah, 3 diantaranya sempat dirawat di rumah sakit... https://t.co/nuAHPYY901","bayi yang dievakuasi berumur 1—10 bulan dan mayoritas adalah hasil hubungan di luar nikah, 3 diantaranya sempat dirawat di rumah sakit... https://t.co/nuahpyy901",bayi yang dievakuasi berumur 1 10 bulan dan mayoritas adalah hasil hubungan di luar nikah 3 diantaranya sempat dirawat di rumah sakit,bayi yang dievakuasi berumur 1 10 bulan dan mayoritas adalah hasil hubungan di luar nikah 3 diantaranya sempat dirawat di rumah sakit,Negatif
2026-05-11T09:37:14.000Z,0,"UHC Kota Bengkulu Tembus 100 Persen, Seluruh Warga Dipastikan Miliki Akses Layanan Kesehatan

Baca selengkapnya disini....
https://t.co/BGhmj7u727","uhc kota bengkulu tembus 100 persen, seluruh warga dipastikan miliki akses layanan kesehatan

baca selengkapnya disini....
https://t.co/bghmj7u727",uhc kota bengkulu tembus 100 persen seluruh warga dipastikan miliki akses layanan kesehatan baca selengkapnya disini,uhc kota bengkulu tembus 100 persen seluruh warga dipastikan miliki akses layanan kesehatan baca selengkapnya disini,Positif
2026-05-11T09:33:18.000Z,0,"Rena ngak ada di rumah sakit namum perut Andin keram lagi,makin panik semua😭😭😭.

#IkatanCintaAldanAndin

https://t.co/W3QmO6qrI5","rena ngak ada di rumah sakit namum perut andin keram lagi,makin panik semua😭😭😭.

#ikatancintaaldanandin

https://t.co/w3qmo6qri5",rena ngak ada di rumah sakit namum perut andin keram lagi makin panik semua,rena tidak ada di rumah sakit namum perut andin keram lagi makin panik semua,Negatif
2026-05-11T09:33:11.000Z,0,"Pembangunan jalan, jembatan, pelabuhan, sekolah hingga rumah sakit sudah nyata dibangun di tanah Papua. Semua bukti kerja pemerintah, sementara film tersebut hanya berisi cerita sepihak tanpa dasar fakta.  #PSNUntukPapuaMaju #PemerintahHadirUntukPapua #ProvokasiDandyTanpaFakta https://t.co/XeM1G5vIUJ","pembangunan jalan, jembatan, pelabuhan, sekolah hingga rumah sakit sudah nyata dibangun di tanah papua. semua bukti kerja pemerintah, sementara film tersebut hanya berisi cerita sepihak tanpa dasar fakta.  #psnuntukpapuamaju #pemerintahhadiruntukpapua #provokasidandytanpafakta https://t.co/xem1g5viuj",pembangunan jalan jembatan pelabuhan sekolah hingga rumah sakit sudah nyata dibangun di tanah papua semua bukti kerja pemerintah sementara film tersebut hanya berisi cerita sepihak tanpa dasar fakta,pembangunan jalan jembatan pelabuhan sekolah hingga rumah sakit sudah nyata dibangun di tanah papua semua bukti kerja pemerintah sementara film tersebut hanya berisi cerita sepihak tanpa dasar fakta,Netral
2026-05-11T09:21:38.000Z,0,Apa apaan hari ibu ternyata pas di rumah sakit wkwkwk,apa apaan hari ibu ternyata pas di rumah sakit wkwkwk,apa apaan hari ibu ternyata pas di rumah sakit wkwkwk,apa apaan hari ibu ternyata pas di rumah sakit wkwkwk,Negatif
2026-05-11T09:03:02.000Z,0,"Adapun jenis pemeriksaan yang dilaksanakan meliputi pemeriksaan tekanan darah, tinggi dan berat badan, gula darah, kolesterol, asam urat, , serta layanan konsultasi dokter. Kegiatan ini dilakukan oleh seluruh pegawai Dinsos Jabar, mulai dari PNS, PPPK, hingga tenaga outsourcing","adapun jenis pemeriksaan yang dilaksanakan meliputi pemeriksaan tekanan darah, tinggi dan berat badan, gula darah, kolesterol, asam urat, , serta layanan konsultasi dokter. kegiatan ini dilakukan oleh seluruh pegawai dinsos jabar, mulai dari pns, pppk, hingga tenaga outsourcing",adapun jenis pemeriksaan yang dilaksanakan meliputi pemeriksaan tekanan darah tinggi dan berat badan gula darah kolesterol asam urat serta layanan konsultasi dokter kegiatan ini dilakukan oleh seluruh pegawai dinsos jabar mulai dari pns pppk hingga tenaga outsourcing,adapun jenis pemeriksaan yang dilaksanakan meliputi pemeriksaan tekanan darah tinggi dan berat badan gula darah kolesterol asam urat serta layanan konsultasi dokter kegiatan ini dilakukan oleh seluruh pegawai dinsos jabar mulai dari pns pppk hingga tenaga outsourcing,Netral
2026-05-11T08:59:00.000Z,0,"Terkait Ranperda Sistem Kesehatan Daerah, Gubernur Pramono menyambut baik berbagai usulan fraksi mengenai penguatan tata kelola kesehatan, sinkronisasi kebijakan daerah dengan kebijakan nasional, peningkatan kualitas layanan kesehatan, dan transformasi digital sektor kesehatan.","terkait ranperda sistem kesehatan daerah, gubernur pramono menyambut baik berbagai usulan fraksi mengenai penguatan tata kelola kesehatan, sinkronisasi kebijakan daerah dengan kebijakan nasional, peningkatan kualitas layanan kesehatan, dan transformasi digital sektor kesehatan.",terkait ranperda sistem kesehatan daerah gubernur pramono menyambut baik berbagai usulan fraksi mengenai penguatan tata kelola kesehatan sinkronisasi kebijakan daerah dengan kebijakan nasional peningkatan kualitas layanan kesehatan dan transformasi digital sektor kesehatan,terkait ranperda sistem kesehatan daerah gubernur pramono menyambut baik berbagai usulan fraksi mengenai penguatan tata kelola kesehatan sinkronisasi kebijakan daerah dengan kebijakan nasional peningkatan kualitas layanan kesehatan dan transformasi digital sektor kesehatan,Positif
2026-05-11T08:57:52.000Z,0,Joss Wayar ini punya ability buat nonjok hatters sampe masuk rumah sakit loh.. tapi memilih diam😁🙏🏻,joss wayar ini punya ability buat nonjok hatters sampe masuk rumah sakit loh.. tapi memilih diam😁🙏🏻,joss wayar ini punya ability buat nonjok hatters sampe masuk rumah sakit loh tapi memilih diam,joss wayar ini punya ability buat nonjok hatters sampai masuk rumah sakit loh tapi memilih diam,Negatif
2026-05-11T08:57:47.000Z,0,"Sahabat Gempita Swara Semesta Dorong Layanan Kesehatan Inklusif Bagi ABK dengan Gelar Khitan Massal 

Baca selengkapnya di:
https://t.co/AwUTsTJ2ku","sahabat gempita swara semesta dorong layanan kesehatan inklusif bagi abk dengan gelar khitan massal 

baca selengkapnya di:
https://t.co/awutstj2ku",sahabat gempita swara semesta dorong layanan kesehatan inklusif bagi abk dengan gelar khitan massal baca selengkapnya di,sahabat gempita swara semesta dorong layanan kesehatan inklusif bagi abk dengan gelar khitan massal baca selengkapnya di,Positif
2026-05-11T08:52:30.000Z,0,"Kalo di rumah sakit mulu knp iyah, butuh healing","kalo di rumah sakit mulu knp iyah, butuh healing",kalo di rumah sakit mulu knp iyah butuh healing,kalau di rumah sakit mulu kenapa iya butuh healing,Negatif
2026-05-11T08:49:36.000Z,0,"Dekatkan Layanan Kesehatan, DPRD Kota Tegal Hadiri Dapur Marhaen di Tegal Barat https://t.co/RnLfETKP9P","dekatkan layanan kesehatan, dprd kota tegal hadiri dapur marhaen di tegal barat https://t.co/rnlfetkp9p",dekatkan layanan kesehatan dprd kota tegal hadiri dapur marhaen di tegal barat,dekatkan layanan kesehatan dprd kota tegal hadiri dapur marhaen di tegal barat,Positif
2026-05-11T08:49:18.000Z,0,"ngeproses penawaran th 2025 karena retender ulang tahun dan semua memori kerja di 2025 sambil kerja sambil bolak balik rumah sakit, tidur di rumah sakit, ngantri di rumah sakit balik lagi","ngeproses penawaran th 2025 karena retender ulang tahun dan semua memori kerja di 2025 sambil kerja sambil bolak balik rumah sakit, tidur di rumah sakit, ngantri di rumah sakit balik lagi",ngeproses penawaran th 2025 karena retender ulang tahun dan semua memori kerja di 2025 sambil kerja sambil bolak balik rumah sakit tidur di rumah sakit ngantri di rumah sakit balik lagi,ngeproses penawaran tahu 2025 karena retender ulang tahun dan semua memori kerja di 2025 sambil kerja sambil bolak balik rumah sakit tidur di rumah sakit mengantri di rumah sakit balik lagi,Negatif
2026-05-11T08:48:05.000Z,0,"baru aja denger pengumuman tetangga meninggal dari masjid, yang bikin shock dia bilang

 ""setelah dibawa ke rumah sakit alhamdulillah sudah meninggal.""

????????? kaget banget gue denger maksudnya apa 😭😭","baru aja denger pengumuman tetangga meninggal dari masjid, yang bikin shock dia bilang

 ""setelah dibawa ke rumah sakit alhamdulillah sudah meninggal.""

????????? kaget banget gue denger maksudnya apa 😭😭",baru aja denger pengumuman tetangga meninggal dari masjid yang bikin shock dia bilang setelah dibawa ke rumah sakit alhamdulillah sudah meninggal kaget banget gue denger maksudnya apa,baru saja dengar pengumuman tetangga meninggal dari masjid yang bikin shock dia bilang setelah dibawa ke rumah sakit alhamdulillah sudah meninggal kaget banget gue dengar maksudnya apa,Positif
2026-05-11T08:43:41.000Z,0,"Ada yang baru nih buat kamu #Solarians 💫

Sekarang Solaria sudah hadir di Rumah Sakit Husada loh! 

Jadi buat kamu yang lagi ada di sekitar lokasi, yuk langsung merapat buat nikmatin menu favorit yang udah pasti bikin mood balik lagi deh

Ditunggu kedatangannya ya #Solarians! https://t.co/3jTZgiH9Ee","ada yang baru nih buat kamu #solarians 💫

sekarang solaria sudah hadir di rumah sakit husada loh! 

jadi buat kamu yang lagi ada di sekitar lokasi, yuk langsung merapat buat nikmatin menu favorit yang udah pasti bikin mood balik lagi deh

ditunggu kedatangannya ya #solarians! https://t.co/3jtzgih9ee",ada yang baru nih buat kamu sekarang solaria sudah hadir di rumah sakit husada loh jadi buat kamu yang lagi ada di sekitar lokasi yuk langsung merapat buat nikmatin menu favorit yang udah pasti bikin mood balik lagi deh ditunggu kedatangannya ya,ada yang baru nih buat kamu sekarang solaria sudah hadir di rumah sakit husada loh jadi buat kamu yang lagi ada di sekitar lokasi yuk langsung merapat buat menikmati menu favorit yang sudah pasti bikin mood balik lagi deh ditunggu kedatangannya ya,Negatif
2026-05-11T08:42:26.000Z,0,🏥 Pelatihan Pengelolaan Etika Rumah Sakit &amp; Sasaran Keselamatan Pasien 🩺✨ https://t.co/NSGVmfGqht,🏥 pelatihan pengelolaan etika rumah sakit &amp; sasaran keselamatan pasien 🩺✨ https://t.co/nsgvmfgqht,pelatihan pengelolaan etika rumah sakit amp sasaran keselamatan pasien,pelatihan pengelolaan etika rumah sakit amp sasaran keselamatan pasien,Negatif
2026-05-11T08:33:01.000Z,0,"@dewalangit_ Dad, jangan karna makan gacoan malah masuk rumah sakit 😂","@dewalangit_ dad, jangan karna makan gacoan malah masuk rumah sakit 😂",dad jangan karna makan gacoan malah masuk rumah sakit,dad jangan karena makan gacoan malah masuk rumah sakit,Negatif
2026-05-11T08:28:38.000Z,0,"saat berada di rumah sakit, dunia seperti melambat.

saat berada di kantor, dunia rasanya cepat berputar.

orang sakit punya satu impian.

orang sehat mengejar semua impian.","saat berada di rumah sakit, dunia seperti melambat.

saat berada di kantor, dunia rasanya cepat berputar.

orang sakit punya satu impian.

orang sehat mengejar semua impian.",saat berada di rumah sakit dunia seperti melambat saat berada di kantor dunia rasanya cepat berputar orang sakit punya satu impian orang sehat mengejar semua impian,saat berada di rumah sakit dunia seperti melambat saat berada di kantor dunia rasanya cepat berputar orang sakit punya satu impian orang sehat mengejar semua impian,Positif
2026-05-11T08:26:52.000Z,0,"@t3quillaaa aku ke spkk rumah sakit, kak. ga ada si kak.. tapi emg rambut ku udah harus treatment yang suntik suntik itu. kondisinya mengkhawatirkan wkwkwk","@t3quillaaa aku ke spkk rumah sakit, kak. ga ada si kak.. tapi emg rambut ku udah harus treatment yang suntik suntik itu. kondisinya mengkhawatirkan wkwkwk",aku ke spkk rumah sakit kak ga ada si kak tapi emg rambut ku udah harus treatment yang suntik suntik itu kondisinya mengkhawatirkan wkwkwk,aku ke spkk rumah sakit kak tidak ada sih kak tapi memang rambut ku sudah harus treatment yang suntik suntik itu kondisinya mengkhawatirkan wkwkwk,Negatif
2026-05-11T08:24:37.000Z,0,Sebanyak 20 warga negara Inggris yang dievakuasi dari kapal pesiar MV Hondius yang terdampak hantavirus diisolasi di sebuah rumah sakit di England barat laut setibanya mereka pada Minggu (10/5) https://t.co/kkTCTH6xyp https://t.co/icfuFZ7Wge,sebanyak 20 warga negara inggris yang dievakuasi dari kapal pesiar mv hondius yang terdampak hantavirus diisolasi di sebuah rumah sakit di england barat laut setibanya mereka pada minggu (10/5) https://t.co/kktcth6xyp https://t.co/icfufz7wge,sebanyak 20 warga negara inggris yang dievakuasi dari kapal pesiar mv hondius yang terdampak hantavirus diisolasi di sebuah rumah sakit di england barat laut setibanya mereka pada minggu 10 5,sebanyak 20 warga negara inggris yang dievakuasi dari kapal pesiar mv hondius yang terdampak hantavirus diisolasi di sebuah rumah sakit di england barat laut setibanya mereka pada minggu 10 5,Negatif
2026-05-11T08:20:59.000Z,0,makan senin sabtunya masih di rumah sakit,makan senin sabtunya masih di rumah sakit,makan senin sabtunya masih di rumah sakit,makan senin sabtunya masih di rumah sakit,Negatif
2026-05-11T08:20:24.000Z,0,"Bjirr Tercduuk Pas Iagi Omeecc
https://t.co/bhjsrUJ7ui
Perawat Jilbab Rumah Sakit Eksb Didepan Pasien
https://t.co/zhQImPCnjm
Koleksi Janda Muda Jlbab Cantik Mki Sempit
https://t.co/W9FRPhNd0x
Sayang Plis Jangan Ada Mamah
https://t.co/QNWpr22Cll","bjirr tercduuk pas iagi omeecc
https://t.co/bhjsruj7ui
perawat jilbab rumah sakit eksb didepan pasien
https://t.co/zhqimpcnjm
koleksi janda muda jlbab cantik mki sempit
https://t.co/w9frphnd0x
sayang plis jangan ada mamah
https://t.co/qnwpr22cll",bjirr tercduuk pas iagi omeecc perawat jilbab rumah sakit eksb didepan pasien koleksi janda muda jlbab cantik mki sempit sayang plis jangan ada mamah,bjirr tercduuk pas iagi omeecc perawat jilbab rumah sakit eksb didepan pasien koleksi janda muda jlbab cantik mki sempit sayang plis jangan ada mamah,Netral
2026-05-11T08:16:09.000Z,0,Hela napas lega. Tak sabar untuk segera angkat kaki dari rumah sakit ini esok.,hela napas lega. tak sabar untuk segera angkat kaki dari rumah sakit ini esok.,hela napas lega tak sabar untuk segera angkat kaki dari rumah sakit ini esok,hela napas lega tak sabar untuk segera angkat kaki dari rumah sakit ini esok,Negatif
